run,regions,changed_from_owl,changed_ratio,clip_wins,owl_wins,top_final_labels,owl_label,clip_label,final_label,count
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,bicycle,barrier,bicycle,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,pedestrian,barrier,pedestrian,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,car,barrier,barrier,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,traffic light,vegetation,traffic light,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,bicycle,pedestrian,bicycle,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,road sign,pedestrian,pedestrian,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,car,traffic cone,car,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,car,motorcycle,car,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,trailer,barrier,trailer,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,road sign,pedestrian,road sign,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,pedestrian,construction vehicle,pedestrian,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,bicycle,traffic cone,bicycle,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,car,traffic cone,traffic cone,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,barrier,traffic cone,barrier,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,barrier,construction vehicle,construction vehicle,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,road sign,traffic cone,traffic cone,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,bus,trailer,bus,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,trailer,barrier,barrier,1
ovsam3d_ablation_hybrid_clip060_merge_person_nuscenes_mini,,,,,,,truck,pedestrian,pedestrian,1
